"Customer_Name","Province","Region","Customer_Segment","Cust_id"
"CATHY ARMSTRONG","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_290"
"HEATHER JAS","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_291"
"LENA HERNANDEZ","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_292"
"SHAHID SHARIARI","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_293"
"KHLOE MILLER","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_294"
"PAUL MACINTYRE","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_295"
"MIKE VITTORINI","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_296"
"JOHN GRADY","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_297"
"RICARDO EMERSON","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_298"
"MATT ABELMAN","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_299"
"SARAH JORDON","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_300"
"SALLY MATTHIAS","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_301"
"SALLY MATTHIAS","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_302"
"THEONE PIPPENGER","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_303"
"ART FERGUSON","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_304"
"JACK O'BRIANT","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_305"
"NATHAN CANO","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_306"
"MICHAEL GRANLUND","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_307"
"STEVE CARROLL","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_308"
"SCOTT WILLIAMSON","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_309"
"DENNIS BOLTON","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_310"
"SEAN WENDT","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_311"
"JOHN CASTELL","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_312"
"JACK O'BRIANT","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_313"
"DAVID PHILIPPE","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_314"
"CHAD SIEVERT","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_315"
"MATT ABELMAN","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_316"
"SHAUN WEIEN","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_317"
"MAYA HERMAN","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_318"
"MICHAEL GRANLUND","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_319"
"JACK O'BRIANT","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_320"
"IVAN LISTON","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_321"
"BRAD NORVELL","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_322"
"KEN HEIDEL","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_323"
"JOHN CASTELL","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_324"
"MIKE KENNEDY","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_325"
"CHARLES SHELDON","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_326"
"MIKE KENNEDY","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_327"
"MATT ABELMAN","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_328"
"BRIAN DERR","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_329"
"ROLAND BLACK","NOVA SCOTIA","ATLANTIC","SMALL BUSINESS","Cust_330"
"DANA KAYDOS","NOVA SCOTIA","ATLANTIC","CORPORATE","Cust_331"
"DARREN KOUTRAS","NOVA SCOTIA","ATLANTIC","CONSUMER","Cust_332"
"NEIL DUCICH","NOVA SCOTIA","ATLANTIC","HOME OFFICE","Cust_333"
"SEAN WENDT","BRITISH COLUMBIA","WEST","CORPORATE","Cust_334"
"MIKE KENNEDY","BRITISH COLUMBIA","WEST","CORPORATE","Cust_335"
"MATT ABELMAN","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_336"
"SALLY MATTHIAS","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_337"
"STEVE CARROLL","BRITISH COLUMBIA","WEST","CONSUMER","Cust_338"
"JOHN CASTELL","BRITISH COLUMBIA","WEST","CONSUMER","Cust_339"
"NEIL DUCICH","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_340"
"PARHENA NORRIS","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_341"
"ROLAND BLACK","BRITISH COLUMBIA","WEST","SMALL BUSINESS","Cust_342"
"KEN HEIDEL","BRITISH COLUMBIA","WEST","CORPORATE","Cust_343"
"SARAH JORDON","BRITISH COLUMBIA","WEST","CONSUMER","Cust_344"
"JOHN CASTELL","BRITISH COLUMBIA","WEST","SMALL BUSINESS","Cust_345"
"BART WATTERS","BRITISH COLUMBIA","WEST","CORPORATE","Cust_346"
"MARY O'ROURKE","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_347"
"NATHAN CANO","BRITISH COLUMBIA","WEST","CONSUMER","Cust_348"
"MATT ABELMAN","BRITISH COLUMBIA","WEST","SMALL BUSINESS","Cust_349"
"MICHAEL GRANLUND","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_350"
"DANA KAYDOS","BRITISH COLUMBIA","WEST","CORPORATE","Cust_351"
"CHAD SIEVERT","BRITISH COLUMBIA","WEST","CORPORATE","Cust_352"
"HUNTER LOPEZ","BRITISH COLUMBIA","WEST","CONSUMER","Cust_353"
"NATHAN MAUTZ","BRITISH COLUMBIA","WEST","CORPORATE","Cust_354"
"SHAUN WEIEN","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_355"
"NATHAN MAUTZ","BRITISH COLUMBIA","WEST","HOME OFFICE","Cust_356"
"THEONE PIPPENGER","BRITISH COLUMBIA","WEST","CORPORATE","Cust_357"
"SCOTT WILLIAMSON","BRITISH COLUMBIA","WEST","SMALL BUSINESS","Cust_358"
"MIKE KENNEDY","BRITISH COLUMBIA","WEST","SMALL BUSINESS","Cust_359"
"MIKE KENNEDY","MANITOBA","PRARIE","CORPORATE","Cust_360"
"MARK COUSINS","MANITOBA","PRARIE","CORPORATE","Cust_361"
"ROLAND BLACK","MANITOBA","PRARIE","SMALL BUSINESS","Cust_362"
"BART WATTERS","MANITOBA","PRARIE","CORPORATE","Cust_363"
"MATT ABELMAN","MANITOBA","PRARIE","CONSUMER","Cust_364"
"PARHENA NORRIS","MANITOBA","PRARIE","HOME OFFICE","Cust_365"
"THEONE PIPPENGER","MANITOBA","PRARIE","CORPORATE","Cust_366"
"SALLY MATTHIAS","MANITOBA","PRARIE","HOME OFFICE","Cust_367"
"DANA KAYDOS","MANITOBA","PRARIE","CORPORATE","Cust_368"
"SEAN WENDT","MANITOBA","PRARIE","CORPORATE","Cust_369"
"NATHAN MAUTZ","MANITOBA","PRARIE","CORPORATE","Cust_370"
"AARON SMAYLING","MANITOBA","PRARIE","SMALL BUSINESS","Cust_371"
"CHARLES SHELDON","MANITOBA","PRARIE","CORPORATE","Cust_372"
"SHAUN WEIEN","MANITOBA","PRARIE","HOME OFFICE","Cust_373"
"MARY O'ROURKE","MANITOBA","PRARIE","HOME OFFICE","Cust_374"
"MARK COUSINS","MANITOBA","PRARIE","HOME OFFICE","Cust_375"
"BRAD NORVELL","MANITOBA","PRARIE","CORPORATE","Cust_376"
"CHAD SIEVERT","MANITOBA","PRARIE","CORPORATE","Cust_377"
"BRIAN DERR","MANITOBA","PRARIE","SMALL BUSINESS","Cust_378"
"NEIL DUCICH","MANITOBA","PRARIE","HOME OFFICE","Cust_379"
"SARAH JORDON","MANITOBA","PRARIE","CONSUMER","Cust_380"
"MIKE KENNEDY","MANITOBA","PRARIE","SMALL BUSINESS","Cust_381"
"MICHAEL GRANLUND","MANITOBA","PRARIE","HOME OFFICE","Cust_382"
"KEN HEIDEL","MANITOBA","PRARIE","CORPORATE","Cust_383"
"ART FERGUSON","MANITOBA","PRARIE","CORPORATE","Cust_384"
"STEVE CARROLL","MANITOBA","PRARIE","CONSUMER","Cust_385"
"NATHAN MAUTZ","MANITOBA","PRARIE","HOME OFFICE","Cust_386"
"MATT ABELMAN","MANITOBA","PRARIE","HOME OFFICE","Cust_387"
"NATHAN CANO","MANITOBA","PRARIE","CONSUMER","Cust_388"
"DENNIS BOLTON","MANITOBA","PRARIE","SMALL BUSINESS","Cust_389"
"JOEL JENKINS","MANITOBA","PRARIE","CORPORATE","Cust_390"
"MEG O'CONNEL","MANITOBA","PRARIE","CORPORATE","Cust_391"
"HALLIE REDMOND","MANITOBA","PRARIE","HOME OFFICE","Cust_392"
"LIZ THOMPSON","MANITOBA","PRARIE","CORPORATE","Cust_393"
"ROBERT WALDORF","MANITOBA","PRARIE","HOME OFFICE","Cust_394"
"HELEN ANDREADA","MANITOBA","PRARIE","CORPORATE","Cust_395"
"JULIA DUNBAR","MANITOBA","PRARIE","CONSUMER","Cust_396"
"CHRISTINE SUNDARESAM","MANITOBA","PRARIE","SMALL BUSINESS","Cust_397"
"BRUCE STEWART","MANITOBA","PRARIE","CORPORATE","Cust_398"
"GUY THORNTON","MANITOBA","PRARIE","CORPORATE","Cust_399"
"MARY ZEWE","MANITOBA","PRARIE","CORPORATE","Cust_400"
"KEN LONSDALE","MANITOBA","PRARIE","CONSUMER","Cust_401"
"MARIA BERTELSON","MANITOBA","PRARIE","HOME OFFICE","Cust_402"
"BRIAN THOMPSON","MANITOBA","PRARIE","HOME OFFICE","Cust_403"
"HALLIE REDMOND","MANITOBA","PRARIE","SMALL BUSINESS","Cust_404"
"JASON GROSS","MANITOBA","PRARIE","SMALL BUSINESS","Cust_405"
"KATRINA BAVINGER","MANITOBA","PRARIE","CONSUMER","Cust_406"
"MARIA BERTELSON","MANITOBA","PRARIE","CORPORATE","Cust_407"
"IVAN GIBSON","MANITOBA","PRARIE","CORPORATE","Cust_408"
"DOUG BICKFORD","ONTARIO","ONTARIO","CORPORATE","Cust_409"
"LIZ THOMPSON","ONTARIO","ONTARIO","CORPORATE","Cust_410"
"MARIA BERTELSON","ONTARIO","ONTARIO","HOME OFFICE","Cust_411"
"GUY THORNTON","ONTARIO","ONTARIO","CORPORATE","Cust_412"
"BRUCE STEWART","ONTARIO","ONTARIO","CORPORATE","Cust_413"
"BRIAN THOMPSON","ONTARIO","ONTARIO","HOME OFFICE","Cust_414"
"JOSEPH AIRDO","ONTARIO","ONTARIO","CORPORATE","Cust_415"
"CHRISTINA VANDERZANDEN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_416"
"JOSEPH AIRDO","ONTARIO","ONTARIO","CONSUMER","Cust_417"
"KEN LONSDALE","ONTARIO","ONTARIO","CONSUMER","Cust_418"
"ROBERT WALDORF","ONTARIO","ONTARIO","HOME OFFICE","Cust_419"
"KATRINA BAVINGER","ONTARIO","ONTARIO","CONSUMER","Cust_420"
"MEG O'CONNEL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_421"
"CHRISTINE SUNDARESAM","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_422"
"LYCORIS SAUNDERS","ONTARIO","ONTARIO","HOME OFFICE","Cust_423"
"LYCORIS SAUNDERS","ONTARIO","ONTARIO","CORPORATE","Cust_424"
"DOROTHY DICKINSON","ONTARIO","ONTARIO","CORPORATE","Cust_425"
"MARY ZEWE","ONTARIO","ONTARIO","CORPORATE","Cust_426"
"JANET MOLINARI","ONTARIO","ONTARIO","CORPORATE","Cust_427"
"JULIE PRESCOTT","ONTARIO","ONTARIO","HOME OFFICE","Cust_428"
"MARIA BERTELSON","ONTARIO","ONTARIO","CORPORATE","Cust_429"
"ANNIE THURMAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_430"
"MEG O'CONNEL","ONTARIO","ONTARIO","CORPORATE","Cust_431"
"ROB BEEGHLY","ONTARIO","ONTARIO","CONSUMER","Cust_432"
"IVAN GIBSON","ONTARIO","ONTARIO","CORPORATE","Cust_433"
"ANNIE THURMAN","ONTARIO","ONTARIO","CONSUMER","Cust_434"
"BILL EPLETT","ONTARIO","ONTARIO","CORPORATE","Cust_435"
"DOUG O'CONNELL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_436"
"CRAIG CARROLL","ONTARIO","ONTARIO","CORPORATE","Cust_437"
"LIZ MACKENDRICK","ONTARIO","ONTARIO","CORPORATE","Cust_438"
"CHRISTINE KARGATIS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_439"
"BOBBY ODEGARD","ONTARIO","ONTARIO","CORPORATE","Cust_440"
"CRAIG CARROLL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_441"
"RUSSELL APPLEGATE","ONTARIO","ONTARIO","HOME OFFICE","Cust_442"
"BILL DONATELLI","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_443"
"BILL DONATELLI","ONTARIO","ONTARIO","CORPORATE","Cust_444"
"DUANE BENOIT","ONTARIO","ONTARIO","HOME OFFICE","Cust_445"
"BOBBY ODEGARD","ONTARIO","ONTARIO","CONSUMER","Cust_446"
"RUSSELL APPLEGATE","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_447"
"JOEL JENKINS","ONTARIO","ONTARIO","CORPORATE","Cust_448"
"BRAD EASON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_449"
"JASON GROSS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_450"
"HAROLD PAWLAN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_451"
"ADAM BELLAVANCE","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_452"
"CARI SAYRE","ONTARIO","ONTARIO","HOME OFFICE","Cust_453"
"LISA DECHERNEY","ONTARIO","ONTARIO","CORPORATE","Cust_454"
"ROY SKARIA","ONTARIO","ONTARIO","CORPORATE","Cust_455"
"SEAN O'DONNELL","ONTARIO","ONTARIO","CORPORATE","Cust_456"
"SUSAN VITTORINI","ONTARIO","ONTARIO","CORPORATE","Cust_457"
"SANDRA GLASSCO","ONTARIO","ONTARIO","HOME OFFICE","Cust_458"
"SKYE NORLING","ONTARIO","ONTARIO","HOME OFFICE","Cust_459"
"SUSAN VITTORINI","ONTARIO","ONTARIO","HOME OFFICE","Cust_460"
"SHIRLEY SCHMIDT","ONTARIO","ONTARIO","CORPORATE","Cust_461"
"RICK WILSON","ONTARIO","ONTARIO","CORPORATE","Cust_462"
"RICK WILSON","ONTARIO","ONTARIO","CONSUMER","Cust_463"
"PAULINE CHAND","ONTARIO","ONTARIO","CORPORATE","Cust_464"
"JENNIFER HALLADAY","ONTARIO","ONTARIO","HOME OFFICE","Cust_465"
"RITSA HIGHTOWER","ONTARIO","ONTARIO","CORPORATE","Cust_466"
"JONI BLUMSTEIN","ONTARIO","ONTARIO","HOME OFFICE","Cust_467"
"PETE ARMSTRONG","ONTARIO","ONTARIO","CONSUMER","Cust_468"
"PAULINE CHAND","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_469"
"ANNA GAYMAN","ONTARIO","ONTARIO","CORPORATE","Cust_470"
"JONI BLUMSTEIN","ONTARIO","ONTARIO","CONSUMER","Cust_471"
"NAT GILPIN","ONTARIO","ONTARIO","CONSUMER","Cust_472"
"ROSE O'BRIAN","ONTARIO","ONTARIO","HOME OFFICE","Cust_473"
"BECKY CASTELL","ONTARIO","ONTARIO","CONSUMER","Cust_474"
"DANIEL RAGLIN","ONTARIO","ONTARIO","CORPORATE","Cust_475"
"CORINNA MITCHELL","ONTARIO","ONTARIO","CORPORATE","Cust_476"
"EVA JACOBS","ONTARIO","ONTARIO","HOME OFFICE","Cust_477"
"JAS O'CARROLL","ONTARIO","ONTARIO","CORPORATE","Cust_478"
"JAS O'CARROLL","ONTARIO","ONTARIO","HOME OFFICE","Cust_479"
"PAUL PROST","ONTARIO","ONTARIO","CORPORATE","Cust_480"
"PHILIP BROWN","ONTARIO","ONTARIO","HOME OFFICE","Cust_481"
"MICHAEL NGUYEN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_482"
"PHILIP BROWN","ONTARIO","ONTARIO","CORPORATE","Cust_483"
"LISA DECHERNEY","ONTARIO","ONTARIO","CONSUMER","Cust_484"
"PAUL MACINTYRE","ONTARIO","ONTARIO","CORPORATE","Cust_485"
"TAMARA DAHLEN","ONTARIO","ONTARIO","CORPORATE","Cust_486"
"ERIN CREIGHTON","ONTARIO","ONTARIO","CORPORATE","Cust_487"
"HENRY MACALLISTER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_488"
"CANDACE MCMAHON","ONTARIO","ONTARIO","CORPORATE","Cust_489"
"TAMARA CHAND","ONTARIO","ONTARIO","CONSUMER","Cust_490"
"DUANE HUFFMAN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_491"
"EDWARD NAZZAL","ONTARIO","ONTARIO","HOME OFFICE","Cust_492"
"KELLY LAMPKIN","ONTARIO","ONTARIO","CORPORATE","Cust_493"
"ANTHONY WITT","ONTARIO","ONTARIO","CORPORATE","Cust_494"
"TED TREVINO","ONTARIO","ONTARIO","CORPORATE","Cust_495"
"ED LUDWIG","ONTARIO","ONTARIO","CONSUMER","Cust_496"
"JEREMY ELLISON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_497"
"ALAN HWANG","ONTARIO","ONTARIO","CORPORATE","Cust_498"
"KELLY LAMPKIN","ONTARIO","ONTARIO","HOME OFFICE","Cust_499"
"EILEEN KIEFER","ONTARIO","ONTARIO","CONSUMER","Cust_500"
"JAMES LANIER","ONTARIO","ONTARIO","CORPORATE","Cust_501"
"EDWARD BECKER","ONTARIO","ONTARIO","CORPORATE","Cust_502"
"GARY ZANDUSKY","ONTARIO","ONTARIO","HOME OFFICE","Cust_503"
"ANN BLUME","ONTARIO","ONTARIO","CORPORATE","Cust_504"
"ERIN SMITH","ONTARIO","ONTARIO","HOME OFFICE","Cust_505"
"ALLEN GOLDEN","ONTARIO","ONTARIO","CONSUMER","Cust_506"
"FRANK CARLISLE","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_507"
"GARY HANSEN","ONTARIO","ONTARIO","CONSUMER","Cust_508"
"NANCY LOMONACO","ONTARIO","ONTARIO","HOME OFFICE","Cust_509"
"ANNA HABERLIN","ONTARIO","ONTARIO","CORPORATE","Cust_510"
"ERIN ASHBROOK","ONTARIO","ONTARIO","CONSUMER","Cust_511"
"DARREN BUDD","ONTARIO","ONTARIO","CONSUMER","Cust_512"
"BILL STEWART","ONTARIO","ONTARIO","CORPORATE","Cust_513"
"CHRISTINE PHAN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_514"
"ALAN HWANG","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_515"
"DARREN BUDD","ONTARIO","ONTARIO","CORPORATE","Cust_516"
"EUGENE HILDEBRAND","ONTARIO","ONTARIO","HOME OFFICE","Cust_517"
"EDWARD BECKER","ONTARIO","ONTARIO","HOME OFFICE","Cust_518"
"MELANIE PAGE","ONTARIO","ONTARIO","CORPORATE","Cust_519"
"JESUS OCAMPO","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_520"
"DARREN POWERS","ONTARIO","ONTARIO","CORPORATE","Cust_521"
"PATRICK BZOSTEK","ONTARIO","ONTARIO","CONSUMER","Cust_522"
"DARREN BUDD","ONTARIO","ONTARIO","HOME OFFICE","Cust_523"
"GRACE KELLY","ONTARIO","ONTARIO","CONSUMER","Cust_524"
"DAN LAWERA","ONTARIO","ONTARIO","CORPORATE","Cust_525"
"GEORGE ASHBROOK","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_526"
"DAVE HALLSTEN","ONTARIO","ONTARIO","HOME OFFICE","Cust_527"
"ARTHUR WIEDIGER","ONTARIO","ONTARIO","CORPORATE","Cust_528"
"DUANE HUFFMAN","ONTARIO","ONTARIO","CONSUMER","Cust_529"
"JIM MITCHUM","ONTARIO","ONTARIO","CONSUMER","Cust_530"
"ANDY YOTOV","ONTARIO","ONTARIO","CORPORATE","Cust_531"
"FRANK HAWLEY","ONTARIO","ONTARIO","HOME OFFICE","Cust_532"
"THERESA COYNE","ONTARIO","ONTARIO","HOME OFFICE","Cust_533"
"IVAN LISTON","ONTARIO","ONTARIO","CONSUMER","Cust_534"
"DAVID SMITH","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_535"
"NARESJ PATEL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_536"
"RUBEN AUSMAN","ONTARIO","ONTARIO","CORPORATE","Cust_537"
"ROY FRENCH","ONTARIO","ONTARIO","CONSUMER","Cust_538"
"LARRY HUGHES","ONTARIO","ONTARIO","HOME OFFICE","Cust_539"
"MAGDELENE MORSE","ONTARIO","ONTARIO","HOME OFFICE","Cust_540"
"GEORGE ASHBROOK","ONTARIO","ONTARIO","CONSUMER","Cust_541"
"JONATHAN HOWELL","ONTARIO","ONTARIO","CONSUMER","Cust_542"
"LINDA CAZAMIAS","ONTARIO","ONTARIO","CORPORATE","Cust_543"
"NAT CARROLL","ONTARIO","ONTARIO","HOME OFFICE","Cust_544"
"GARY MITCHUM","ONTARIO","ONTARIO","CONSUMER","Cust_545"
"MATT HAGELSTEIN","ONTARIO","ONTARIO","HOME OFFICE","Cust_546"
"ANDY REITER","ONTARIO","ONTARIO","CORPORATE","Cust_547"
"MIKE CAUDLE","ONTARIO","ONTARIO","CORPORATE","Cust_548"
"CYNTHIA ARNTZEN","ONTARIO","ONTARIO","HOME OFFICE","Cust_549"
"EDWARD NAZZAL","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_550"
"CYNTHIA ARNTZEN","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_551"
"NOAH CHILDS","ONTARIO","ONTARIO","HOME OFFICE","Cust_552"
"BRIAN STUGART","ONTARIO","ONTARIO","CONSUMER","Cust_553"
"GEORGE BELL","ONTARIO","ONTARIO","CORPORATE","Cust_554"
"NARESJ PATEL","ONTARIO","ONTARIO","CORPORATE","Cust_555"
"JONI SUNDARESAM","ONTARIO","ONTARIO","HOME OFFICE","Cust_556"
"DAVE HALLSTEN","ONTARIO","ONTARIO","CORPORATE","Cust_557"
"MICHELLE HUTHWAITE","ONTARIO","ONTARIO","HOME OFFICE","Cust_558"
"DAVID PHILIPPE","ONTARIO","ONTARIO","CONSUMER","Cust_559"
"AMY COX","ONTARIO","ONTARIO","CORPORATE","Cust_560"
"CARI MACINTYRE","ONTARIO","ONTARIO","CORPORATE","Cust_561"
"EUDOKIA MARTIN","ONTARIO","ONTARIO","HOME OFFICE","Cust_562"
"FRED HOPKINS","ONTARIO","ONTARIO","HOME OFFICE","Cust_563"
"AMY COX","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_564"
"AIMEE BIXBY","ONTARIO","ONTARIO","HOME OFFICE","Cust_565"
"ANEMONE RATNER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_566"
"CHRIS SELESNICK","ONTARIO","ONTARIO","HOME OFFICE","Cust_567"
"NOEL STAAVOS","ONTARIO","ONTARIO","HOME OFFICE","Cust_568"
"DEAN BRADEN","ONTARIO","ONTARIO","CORPORATE","Cust_569"
"LENA CREIGHTON","ONTARIO","ONTARIO","CORPORATE","Cust_570"
"MATT COLLISTER","ONTARIO","ONTARIO","HOME OFFICE","Cust_571"
"LENA CREIGHTON","ONTARIO","ONTARIO","HOME OFFICE","Cust_572"
"ERICA SMITH","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_573"
"JANET MARTIN","ONTARIO","ONTARIO","CORPORATE","Cust_574"
"ANDREW ROBERTS","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_575"
"MICHAEL DOMINGUEZ","ONTARIO","ONTARIO","HOME OFFICE","Cust_576"
"THOMAS BOLAND","ONTARIO","ONTARIO","CORPORATE","Cust_577"
"OLVERA TOCH","ONTARIO","ONTARIO","HOME OFFICE","Cust_578"
"LENA RADFORD","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_579"
"SEAN CHRISTENSEN","ONTARIO","ONTARIO","HOME OFFICE","Cust_580"
"TODD BOYES","ONTARIO","ONTARIO","CONSUMER","Cust_581"
"TODD BOYES","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_582"
"SEAN MILLER","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_583"
"PHILLIP BREYER","ONTARIO","ONTARIO","CORPORATE","Cust_584"
"MICHELLE ELLISON","ONTARIO","ONTARIO","SMALL BUSINESS","Cust_585"
"MICHELLE ELLISON","ONTARIO","ONTARIO","CONSUMER","Cust_586"
"SCOT CORAM","ONTARIO","ONTARIO","CORPORATE","Cust_587"
"NATALIE FRITZLER","ONTARIO","ONTARIO","HOME OFFICE","Cust_588"
"NATHAN GELDER","ONTARIO","ONTARIO","HOME OFFICE","Cust_589"
"PATRICIA HIRASAKI","ONTARIO","ONTARIO","HOME OFFICE","Cust_590"
"MARIA ZETTNER","ONTARIO","ONTARIO","CORPORATE","Cust_591"
"MATTHEW CLASEN","ONTARIO","ONTARIO","CONSUMER","Cust_592"
"PATRICK O'DONNELL","ONTARIO","ONTARIO","HOME OFFICE","Cust_593"
"HARRY MARIE","ONTARIO","ONTARIO","CONSUMER","Cust_594"
"VICTORIA WILSON","ONTARIO","ONTARIO","HOME OFFICE","Cust_595"
"SHAHID COLLISTER","ONTARIO","ONTARIO","HOME OFFICE","Cust_596"
"KATRINA BAVINGER","ONTARIO","ONTARIO","HOME OFFICE","Cust_597"
"MICHELLE ELLISON","ONTARIO","ONTARIO","HOME OFFICE","Cust_598"
"THEA HENDRICKS","NEWFOUNDLAND","ATLANTIC","HOME OFFICE","Cust_599"
"COREY CATLETT","NEWFOUNDLAND","ATLANTIC","HOME OFFICE","Cust_600"
"ED JACOBS","NEWFOUNDLAND","ATLANTIC","SMALL BUSINESS","Cust_601"
"NOEL STAAVOS","NEWFOUNDLAND","ATLANTIC","HOME OFFICE","Cust_602"
"KEITH HERRERA","NEWFOUNDLAND","ATLANTIC","SMALL BUSINESS","Cust_603"
"CARLOS MEADOR","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_604"
"CORINNA MITCHELL","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_605"
"RAYMOND FAIR","NEWFOUNDLAND","ATLANTIC","SMALL BUSINESS","Cust_606"
"KARL BROWN","NEWFOUNDLAND","ATLANTIC","HOME OFFICE","Cust_607"
"NATALIE WEBBER","NEWFOUNDLAND","ATLANTIC","CONSUMER","Cust_608"
"ERIC BARRETO","NEWFOUNDLAND","ATLANTIC","CONSUMER","Cust_609"
"HUNTER LOPEZ","NEWFOUNDLAND","ATLANTIC","CONSUMER","Cust_610"
"BARRY FRANZ","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_611"
"CRAIG YEDWAB","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_612"
"ERIC BARRETO","NEWFOUNDLAND","ATLANTIC","SMALL BUSINESS","Cust_613"
"CHUCK SACHS","NEWFOUNDLAND","ATLANTIC","CONSUMER","Cust_614"
"MUHAMMED LEE","NEWFOUNDLAND","ATLANTIC","CONSUMER","Cust_615"
"KARL BROWN","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_616"
"BOBBY TRAFTON","NEWFOUNDLAND","ATLANTIC","SMALL BUSINESS","Cust_617"
"DAVID FLASHING","NEWFOUNDLAND","ATLANTIC","HOME OFFICE","Cust_618"
"RICK DUSTON","NEWFOUNDLAND","ATLANTIC","CORPORATE","Cust_619"
